page,clicks,impressions,days_with_data,first_date,last_date,best_impression_position,avg_impression_position
https://bebidasalcoholicas.org/whisky/las-4-mejores-maneras-de-beber-el-whisky-de-jack-daniels/,2,6,3,2026-03-27,2026-04-10,3,4.33
https://bebidasalcoholicas.org/sin-alcohol/la-gente-se-emborracha-en-pesaj/,2,5,1,2026-04-03,2026-04-03,4,4.0
https://bebidasalcoholicas.org/slivovitz/tipos-de-slivovitz/,2,5,2,2026-03-27,2026-04-10,4,5.0
https://bebidasalcoholicas.org/alcohol/se-puede-beber-alcohol-con-rybelsus/,2,4,2,2026-03-27,2026-04-10,1,1.0
https://bebidasalcoholicas.org/suave/comer-pan-ayuda-a-absorber-el-alcohol/,2,4,1,2026-03-20,2026-03-20,1,1.0
https://bebidasalcoholicas.org/alcohol/el-alcohol-contrae-o-dilata-los-vasos-sanguineos/,2,3,2,2026-03-20,2026-04-03,1,1.5
https://bebidasalcoholicas.org/alcohol/que-significa-70-v-v-de-alcohol/,2,3,1,2026-03-27,2026-03-27,3,3.0
https://bebidasalcoholicas.org/sin-alcohol/cuanto-alcohol-hay-en-el-jarabe-para-la-tos/,2,3,1,2026-04-10,2026-04-10,1,1.0
https://bebidasalcoholicas.org/suave/tu-pregunta-el-whisky-es-bueno-para-los-dientes/,2,3,2,2026-03-20,2026-04-10,1,1.5
https://bebidasalcoholicas.org/vermut/los-diferentes-tipos-de-vermut-explicados/,2,3,2,2026-03-27,2026-04-03,1,1.5
https://bebidasalcoholicas.org/alcohol/por-que-me-duelen-el-cuello-y-los-hombros-cuando-bebo-alcohol/,2,2,1,2026-04-10,2026-04-10,2,2.0
https://bebidasalcoholicas.org/alcohol/puedo-enviar-alcohol-a-irlanda-del-norte/,2,2,1,2026-04-03,2026-04-03,10,10.0
https://bebidasalcoholicas.org/alcohol/usted-pregunto-por-que-mi-diarrea-es-amarilla-despues-de-beber-alcohol/,2,2,1,2026-04-03,2026-04-03,2,2.0
https://bebidasalcoholicas.org/cerveza/las-mejores-cervezas-chinas/,2,2,2,2026-03-27,2026-04-03,1,1.5
https://bebidasalcoholicas.org/fuerte/el-alcohol-afecta-la-anestesia-dental/,2,2,1,2026-03-20,2026-03-20,6,6.0
https://bebidasalcoholicas.org/licoreria/county-line-mercantile-liquor-licoreria-en-montrose/,2,2,1,2026-04-10,2026-04-10,4,4.0
https://bebidasalcoholicas.org/licoreria/star-food-liquor-licoreria-en-modesto/,2,2,1,2026-04-10,2026-04-10,2,2.0
https://bebidasalcoholicas.org/alcohol/por-que-no-puedes-beber-alcohol-despues-de-una-colonoscopia/,2,1,1,2026-03-20,2026-03-20,1,1.0
https://bebidasalcoholicas.org/alcohol/puede-el-vino-tinto-hacerte-sentir-mareado/,2,1,1,2026-03-27,2026-03-27,4,4.0
https://bebidasalcoholicas.org/fuerte/puedes-diluir-alcohol-isopropilico-y-beberlo/,2,1,1,2026-03-20,2026-03-20,1,1.0
https://bebidasalcoholicas.org/fuerte/se-puede-comprar-cerveza-el-domingo-heb/,2,1,1,2026-04-10,2026-04-10,2,2.0
https://bebidasalcoholicas.org/alcohol/las-10-mejores-bebidas-chinas/,1,45,4,2026-03-20,2026-04-10,3,4.25
https://bebidasalcoholicas.org/fuerte/a-que-equivale-1-unidad-de-alcohol/,1,31,3,2026-03-20,2026-04-03,4,5.0
https://bebidasalcoholicas.org/alcohol/10-bebidas-populares-brasilenas/,1,27,3,2026-03-20,2026-04-03,5,5.33
https://bebidasalcoholicas.org/cocteles/las-10-principales-bebidas-jamaicanas-cocteles-y-recetas/,1,20,3,2026-03-20,2026-04-10,3,4.33
https://bebidasalcoholicas.org/alcohol/11-bebidas-populares-colombianas/,1,13,2,2026-03-20,2026-04-10,7,7.0
https://bebidasalcoholicas.org/fuerte/que-porcentaje-de-alcohol-tiene-el-vino/,1,13,2,2026-04-03,2026-04-10,4,4.5
https://bebidasalcoholicas.org/fuerte/que-pasa-si-inhalas-alcohol-isopropilico/,1,12,2,2026-03-20,2026-03-27,5,5.0
https://bebidasalcoholicas.org/tequila/10-cocteles-sencillos-de-tequila-para-preparar-en-casa/,1,10,2,2026-03-20,2026-03-27,4,6.5
https://bebidasalcoholicas.org/vodka/una-lista-de-los-diferentes-tipos-de-vodka/,1,10,2,2026-03-20,2026-04-10,3,4.5
https://bebidasalcoholicas.org/alcohol/como-se-lee-la-fecha-de-caducidad-del-alcohol/,1,9,2,2026-03-20,2026-04-03,5,7.5
https://bebidasalcoholicas.org/alcohol/puedes-emborracharte-con-magnum/,1,9,3,2026-03-20,2026-04-10,1,1.33
https://bebidasalcoholicas.org/alcohol/que-alergenos-contiene-el-vino/,1,9,2,2026-04-03,2026-04-10,2,2.0
https://bebidasalcoholicas.org/cerveza/las-10-mejores-cervezas-britanicas/,1,9,3,2026-03-20,2026-04-03,3,5.0
https://bebidasalcoholicas.org/suave/por-que-el-alcohol-es-no-polar/,1,9,2,2026-03-20,2026-04-10,4,4.5
https://bebidasalcoholicas.org/alcohol/cuanto-vino-cabe-en-un-palet/,1,8,2,2026-03-20,2026-04-03,2,3.0
https://bebidasalcoholicas.org/alcohol/las-10-bebidas-cubanas-mas-populares/,1,8,2,2026-03-20,2026-04-03,4,6.0
https://bebidasalcoholicas.org/alcohol/por-que-el-alcohol-es-un-acido/,1,8,2,2026-03-20,2026-04-10,2,3.5
https://bebidasalcoholicas.org/vodka/las-mejores-marcas-rusas-de-vodka-que-actualmente-se-producen-en-rusia/,1,7,2,2026-03-20,2026-04-10,4,4.5
https://bebidasalcoholicas.org/alcohol/pregunta-los-menores-de-edad-pueden-comprar-cerveza-sin-alcohol/,1,6,2,2026-03-20,2026-04-03,1,4.0
https://bebidasalcoholicas.org/alcohol/tipos-de-arak/,1,6,1,2026-04-10,2026-04-10,7,7.0
https://bebidasalcoholicas.org/licoreria/pull-up-liquor-daiquiri-2-licoreria-en-shreveport/,1,6,1,2026-03-20,2026-03-20,8,8.0
https://bebidasalcoholicas.org/alcohol/el-alcohol-sin-abrir-se-echa-a-perder/,1,5,1,2026-04-03,2026-04-03,5,5.0
https://bebidasalcoholicas.org/alcohol/el-vino-tiene-mucha-histamina/,1,5,1,2026-04-10,2026-04-10,4,4.0
https://bebidasalcoholicas.org/alcohol/pregunta-frecuente-que-tan-temprano-se-puede-comprar-alcohol-en-walmart/,1,5,2,2026-04-03,2026-04-10,2,3.0
https://bebidasalcoholicas.org/alcohol/que-es-la-potasa-caustica-alcoholica/,1,5,1,2026-03-27,2026-03-27,2,2.0
https://bebidasalcoholicas.org/licoreria/hidromiel-apidoro-licoreria-en-ponce/,1,5,1,2026-03-20,2026-03-20,2,2.0
https://bebidasalcoholicas.org/sin-alcohol/el-alcohol-elimina-los-alergenos/,1,5,1,2026-04-03,2026-04-03,7,7.0
https://bebidasalcoholicas.org/alcohol/se-puede-conseguir-alcohol-en-estambul/,1,4,2,2026-03-20,2026-04-03,2,4.0
https://bebidasalcoholicas.org/fuerte/cuanto-alcohol-debes-poner-en-el-agua-de-tu-bano/,1,4,1,2026-03-27,2026-03-27,4,4.0
https://bebidasalcoholicas.org/fuerte/cuanto-contenido-de-alcohol-hay-en-budweiser/,1,4,1,2026-03-27,2026-03-27,4,4.0
https://bebidasalcoholicas.org/hidromiel/las-mejores-marcas-de-aguamiel/,1,4,1,2026-04-03,2026-04-03,3,3.0
https://bebidasalcoholicas.org/licoreria/mn-liquor-llc-licoreria-en-san-benito/,1,4,1,2026-03-27,2026-03-27,5,5.0
https://bebidasalcoholicas.org/suave/el-alcohol-isopropilico-es-corrosivo-para-el-metal/,1,4,2,2026-03-27,2026-04-03,2,6.0
https://bebidasalcoholicas.org/whisky/conac-contra-bourbon/,1,4,1,2026-03-20,2026-03-20,2,2.0
https://bebidasalcoholicas.org/alcohol/cual-es-la-diferencia-entre-borgona-y-vino-tinto/,1,3,1,2026-03-20,2026-03-20,1,1.0
https://bebidasalcoholicas.org/alcohol/la-cerveza-es-buena-para-el-resfriado-y-la-tos/,1,3,2,2026-04-03,2026-04-10,1,1.5
https://bebidasalcoholicas.org/alcohol/las-mejores-bebidas-indias-que-deberias-disfrutar/,1,3,1,2026-03-20,2026-03-20,8,8.0
https://bebidasalcoholicas.org/alcohol/las-mejores-marcas-de-armagnac/,1,3,1,2026-03-27,2026-03-27,3,3.0
https://bebidasalcoholicas.org/alcohol/que-tipo-de-alcohol-no-huele-en-tu-aliento/,1,3,1,2026-04-10,2026-04-10,4,4.0
https://bebidasalcoholicas.org/cerveza/las-10-mejores-cervezas-holandesas/,1,3,1,2026-04-03,2026-04-03,4,4.0
https://bebidasalcoholicas.org/cerveza/las-13-cervezas-mas-famosas-de-nueva-zelanda/,1,3,1,2026-03-20,2026-03-20,1,1.0
https://bebidasalcoholicas.org/cerveza/las-mejores-cervezas-francesas/,1,3,1,2026-03-20,2026-03-20,6,6.0
https://bebidasalcoholicas.org/cerveza/las-mejores-cervezas-polacas/,1,3,1,2026-03-27,2026-03-27,4,4.0
https://bebidasalcoholicas.org/champagne/cocteles-faciles-con-champan/,1,3,1,2026-03-27,2026-03-27,8,8.0
https://bebidasalcoholicas.org/fuerte/el-vino-tiene-fructosa-o-glucosa/,1,3,1,2026-04-10,2026-04-10,1,1.0
https://bebidasalcoholicas.org/licoreria/liquor-store-plano-costco-licoreria-en-plano/,1,3,1,2026-03-27,2026-03-27,8,8.0
https://bebidasalcoholicas.org/suave/a-que-hora-de-la-noche-puedes-comprar-alcohol-en-texas/,1,3,1,2026-04-10,2026-04-10,7,7.0
https://bebidasalcoholicas.org/suave/como-hacen-alcohol-en-la-carcel/,1,3,1,2026-04-10,2026-04-10,4,4.0
https://bebidasalcoholicas.org/suave/que-pasa-si-mezclas-agua-con-vino/,1,3,1,2026-04-10,2026-04-10,2,2.0
https://bebidasalcoholicas.org/vodka/el-mejor-vodka-polaco/,1,3,1,2026-03-27,2026-03-27,4,4.0
https://bebidasalcoholicas.org/alcohol/como-afecta-el-alcohol-a-la-coagulacion-de-la-sangre/,1,2,1,2026-03-27,2026-03-27,6,6.0
https://bebidasalcoholicas.org/alcohol/cuanto-tiempo-despues-de-una-extraccion-dental-puedo-beber-cerveza/,1,2,1,2026-03-27,2026-03-27,6,6.0
https://bebidasalcoholicas.org/alcohol/el-alcohol-afecta-la-absorcion-de-alguna-vitamina-que-vitaminas/,1,2,1,2026-03-20,2026-03-20,2,2.0
https://bebidasalcoholicas.org/alcohol/las-10-mejores-bebidas-alcoholicas-italianas/,1,2,1,2026-03-20,2026-03-20,5,5.0
https://bebidasalcoholicas.org/alcohol/mejor-respuesta-cual-es-el-vino-o-el-whisky-mas-saludable/,1,2,1,2026-03-27,2026-03-27,2,2.0
https://bebidasalcoholicas.org/alcohol/mejor-respuesta-puede-el-alcohol-empeorar-un-aneurisma-aortico/,1,2,1,2026-03-27,2026-03-27,2,2.0
https://bebidasalcoholicas.org/alcohol/pregunta-la-cerveza-heineken-es-alemana-u-holandesa/,1,2,1,2026-03-20,2026-03-20,1,1.0
https://bebidasalcoholicas.org/cerveza/las-mejores-cervezas-puertorriquenas/,1,2,1,2026-03-27,2026-03-27,4,4.0
https://bebidasalcoholicas.org/fuerte/donde-se-vende-alcohol-en-canada/,1,2,1,2026-04-10,2026-04-10,3,3.0
https://bebidasalcoholicas.org/fuerte/pregunta-por-que-se-evaporan-los-alcoholes/,1,2,1,2026-03-20,2026-03-20,8,8.0
https://bebidasalcoholicas.org/fuerte/que-alergenos-hay-en-el-alcohol/,1,2,1,2026-03-20,2026-03-20,4,4.0
https://bebidasalcoholicas.org/licor/los-mejores-licores-de-miel-del-mundo/,1,2,1,2026-03-27,2026-03-27,4,4.0
https://bebidasalcoholicas.org/licoreria/j-j-liquor-market-licoreria-en-highland/,1,2,1,2026-03-27,2026-03-27,1,1.0
https://bebidasalcoholicas.org/licoreria/la-bodega-dist-licoreria-en-ojinaga/,1,2,1,2026-03-20,2026-03-20,1,1.0
https://bebidasalcoholicas.org/licoreria/walmart-liquors-licoreria-en-kissimmee/,1,2,1,2026-03-20,2026-03-20,2,2.0
https://bebidasalcoholicas.org/sin-alcohol/es-mejor-la-sidra-o-el-vino/,1,2,1,2026-04-03,2026-04-03,2,2.0
https://bebidasalcoholicas.org/sin-alcohol/por-que-baileys-cuaja-en-alcohol/,1,2,1,2026-03-20,2026-03-20,6,6.0
https://bebidasalcoholicas.org/sin-alcohol/respuesta-rapida-el-vino-tinto-oscurece-las-heces/,1,2,1,2026-04-03,2026-04-03,10,10.0
https://bebidasalcoholicas.org/suave/el-alcohol-es-bueno-para-la-circulacion-sanguinea/,1,2,1,2026-03-20,2026-03-20,3,3.0
https://bebidasalcoholicas.org/suave/el-vodka-elimina-los-olores-de-la-ropa/,1,2,1,2026-03-20,2026-03-20,4,4.0
https://bebidasalcoholicas.org/suave/la-malta-eleva-la-presion-arterial/,1,2,1,2026-04-10,2026-04-10,1,1.0
https://bebidasalcoholicas.org/suave/puede-el-alcohol-causar-tos-seca/,1,2,1,2026-03-20,2026-03-20,2,2.0
https://bebidasalcoholicas.org/suave/puedes-congelar-el-whisky/,1,2,1,2026-04-10,2026-04-10,1,1.0
https://bebidasalcoholicas.org/tequila/las-mejores-recetas-de-coctel-paloma/,1,2,1,2026-04-10,2026-04-10,6,6.0
https://bebidasalcoholicas.org/whisky/mejor-whisky-de-tennessee/,1,2,1,2026-04-10,2026-04-10,4,4.0
https://bebidasalcoholicas.org/alcohol/beber-alcohol-puede-afectar-sus-senos-paranasales/,1,1,1,2026-04-10,2026-04-10,1,1.0
https://bebidasalcoholicas.org/alcohol/como-discutir-con-una-persona-borracha/,1,1,1,2026-03-20,2026-03-20,1,1.0
https://bebidasalcoholicas.org/alcohol/como-te-afecta-el-alcohol-en-altura/,1,1,1,2026-03-27,2026-03-27,10,10.0
https://bebidasalcoholicas.org/alcohol/con-que-fruta-se-puede-hacer-vino/,1,1,1,2026-03-27,2026-03-27,1,1.0
https://bebidasalcoholicas.org/alcohol/el-vino-tinto-es-bueno-para-los-rinones/,1,1,1,2026-03-27,2026-03-27,4,4.0
https://bebidasalcoholicas.org/alcohol/los-alimentos-fermentados-son-alcohol/,1,1,1,2026-04-03,2026-04-03,1,1.0
https://bebidasalcoholicas.org/alcohol/mejor-respuesta-que-es-peor-la-cerveza-o-el-whisky/,1,1,1,2026-03-20,2026-03-20,2,2.0
https://bebidasalcoholicas.org/alcohol/pregunta-cual-es-el-mejor-vino-tinto-para-bolonesa/,1,1,1,2026-03-27,2026-03-27,3,3.0
https://bebidasalcoholicas.org/alcohol/pregunta-frecuente-puedo-usar-whisky-como-antiseptico/,1,1,1,2026-03-27,2026-03-27,9,9.0
https://bebidasalcoholicas.org/alcohol/puede-el-alcohol-aumentar-los-niveles-de-potasio/,1,1,1,2026-04-03,2026-04-03,3,3.0
https://bebidasalcoholicas.org/alcohol/puedo-beber-vino-la-noche-anterior-a-un-analisis-de-sangre/,1,1,1,2026-04-10,2026-04-10,3,3.0
https://bebidasalcoholicas.org/alcohol/puedo-tomar-vino-sin-alcohol-durante-el-embarazo/,1,1,1,2026-03-20,2026-03-20,6,6.0
https://bebidasalcoholicas.org/alcohol/que-cervezas-no-contienen-trigo/,1,1,1,2026-04-03,2026-04-03,1,1.0
https://bebidasalcoholicas.org/alcohol/que-licor-usa-cebada/,1,1,1,2026-04-03,2026-04-03,2,2.0
https://bebidasalcoholicas.org/alcohol/tu-pregunta-mikes-hard-lemonade-es-una-cerveza/,1,1,1,2026-04-10,2026-04-10,9,9.0
https://bebidasalcoholicas.org/alcohol/tu-pregunta-puedes-convertir-el-pan-en-alcohol/,1,1,1,2026-03-27,2026-03-27,2,2.0
https://bebidasalcoholicas.org/cerveza/mejores-marcas-de-cerveza-organica/,1,1,1,2026-04-03,2026-04-03,1,1.0
https://bebidasalcoholicas.org/estado/massachusetts/,1,1,1,2026-03-20,2026-03-20,5,5.0
https://bebidasalcoholicas.org/fuerte/como-se-hace-el-vino-de-hierbas/,1,1,1,2026-04-03,2026-04-03,7,7.0
https://bebidasalcoholicas.org/fuerte/cual-es-el-margen-de-beneficio-de-la-cerveza-de-barril/,1,1,1,2026-04-10,2026-04-10,5,5.0
https://bebidasalcoholicas.org/fuerte/debe-evitar-el-alcohol-si-tiene-glaucoma/,1,1,1,2026-04-10,2026-04-10,9,9.0
https://bebidasalcoholicas.org/fuerte/el-agua-elimina-el-alcohol/,1,1,1,2026-03-27,2026-03-27,1,1.0
https://bebidasalcoholicas.org/fuerte/el-vino-tinto-es-bueno-para-el-pancreas/,1,1,1,2026-03-20,2026-03-20,1,1.0
https://bebidasalcoholicas.org/fuerte/es-mejor-la-glicerina-que-el-alcohol/,1,1,1,2026-03-20,2026-03-20,4,4.0
https://bebidasalcoholicas.org/fuerte/que-porcentaje-de-alcohol-tiene-el-vinagre-de-sidra-de-manzana/,1,1,1,2026-03-20,2026-03-20,1,1.0
https://bebidasalcoholicas.org/fuerte/se-bebe-alcohol-en-turquia/,1,1,1,2026-03-27,2026-03-27,2,2.0
https://bebidasalcoholicas.org/fuerte/se-puede-usar-alcohol-desnaturalizado-para-limpiar/,1,1,1,2026-03-27,2026-03-27,1,1.0
https://bebidasalcoholicas.org/licor/los-10-licores-cubanos-mas-populares/,1,1,1,2026-03-20,2026-03-20,5,5.0
https://bebidasalcoholicas.org/licoreria/abc-liquor-store-licoreria-en-lincolnton/,1,1,1,2026-03-20,2026-03-20,1,1.0
https://bebidasalcoholicas.org/licoreria/ac-liquors-store-licoreria-en-new-york/,1,1,1,2026-04-10,2026-04-10,2,2.0
https://bebidasalcoholicas.org/licoreria/dabs-utah-state-liquor-store-06-logan-licoreria-en-logan/,1,1,1,2026-03-20,2026-03-20,7,7.0
https://bebidasalcoholicas.org/licoreria/mels-liquors-licoreria-en-merced/,1,1,1,2026-04-03,2026-04-03,5,5.0
https://bebidasalcoholicas.org/licoreria/neighborhood-food-liquor-tobacco-licoreria-en-cedar-rapids/,1,1,1,2026-03-20,2026-03-20,9,9.0
https://bebidasalcoholicas.org/licoreria/ok-de-mexico-licoreria-en-ciudad-acuna/,1,1,1,2026-03-27,2026-03-27,3,3.0
https://bebidasalcoholicas.org/licoreria/steves-liquor-food-licoreria-en-north-highlands/,1,1,1,2026-03-27,2026-03-27,5,5.0
https://bebidasalcoholicas.org/licoreria/the-golden-package-licoreria-en-summerville/,1,1,1,2026-04-03,2026-04-03,7,7.0
https://bebidasalcoholicas.org/sin-alcohol/cual-es-el-mejor-alcohol-para-beber-con-un-estomago-sensible/,1,1,1,2026-03-20,2026-03-20,4,4.0
https://bebidasalcoholicas.org/sin-alcohol/cuanta-ganancia-hay-en-una-botella-de-vino/,1,1,1,2026-04-03,2026-04-03,2,2.0
https://bebidasalcoholicas.org/sin-alcohol/el-vodka-es-malo-para-las-encias/,1,1,1,2026-03-20,2026-03-20,1,1.0
https://bebidasalcoholicas.org/sin-alcohol/esta-permitido-viajar-con-alcohol-en-sudafrica/,1,1,1,2026-03-20,2026-03-20,1,1.0
https://bebidasalcoholicas.org/sin-alcohol/la-cerveza-es-buena-para-las-madres-lactantes/,1,1,1,2026-03-27,2026-03-27,5,5.0
https://bebidasalcoholicas.org/sin-alcohol/por-que-el-vino-pega-tan-fuerte/,1,1,1,2026-04-10,2026-04-10,1,1.0
https://bebidasalcoholicas.org/sin-alcohol/por-que-estoy-estrenido-despues-de-dejar-el-alcohol/,1,1,1,2026-03-27,2026-03-27,3,3.0
https://bebidasalcoholicas.org/sin-alcohol/pregunta-frecuente-cuanto-tiempo-se-pueden-detectar-4-cervezas-en-la-orina/,1,1,1,2026-04-03,2026-04-03,2,2.0
https://bebidasalcoholicas.org/sin-alcohol/puedo-tomar-una-cerveza-mientras-tomo-antidepresivos/,1,1,1,2026-04-10,2026-04-10,4,4.0
https://bebidasalcoholicas.org/sin-alcohol/respuesta-rapida-por-que-hay-cosas-flotando-en-mi-vino/,1,1,1,2026-04-03,2026-04-03,2,2.0
https://bebidasalcoholicas.org/sin-alcohol/usted-pregunto-pueden-los-diabeticos-comer-malta-de-cebada/,1,1,1,2026-04-03,2026-04-03,3,3.0
https://bebidasalcoholicas.org/suave/como-obtengo-una-licencia-de-licor-en-il/,1,1,1,2026-04-10,2026-04-10,5,5.0
https://bebidasalcoholicas.org/suave/el-alcohol-es-malo-en-el-acondicionador/,1,1,1,2026-04-10,2026-04-10,2,2.0
https://bebidasalcoholicas.org/suave/es-seagrams-7-un-buen-whisky/,1,1,1,2026-03-20,2026-03-20,5,5.0
https://bebidasalcoholicas.org/suave/los-alcoholicos-sudan-en-exceso/,1,1,1,2026-04-10,2026-04-10,1,1.0
https://bebidasalcoholicas.org/suave/puedes-pedir-alcohol-en-doordash/,1,1,1,2026-03-20,2026-03-20,2,2.0
https://bebidasalcoholicas.org/suave/puedo-beber-leche-despues-de-4-horas-de-beber-alcohol/,1,1,1,2026-04-10,2026-04-10,1,1.0
https://bebidasalcoholicas.org/suave/puedo-usar-alcohol-isopropilico-al-70-por-ciento-para-limpiar-la-cpu/,1,1,1,2026-04-10,2026-04-10,1,1.0
https://bebidasalcoholicas.org/suave/respuesta-rapida-la-cerveza-eleva-la-histamina/,1,1,1,2026-04-03,2026-04-03,2,2.0
https://bebidasalcoholicas.org/suave/respuesta-rapida-por-que-los-alcoholicos-tienen-niveles-bajos-de-potasio/,1,1,1,2026-04-03,2026-04-03,2,2.0
https://bebidasalcoholicas.org/vermut/mejor-martini-con-aceitunas/,1,1,1,2026-03-27,2026-03-27,6,6.0
https://bebidasalcoholicas.org/vino/diferentes-tipos-de-vino-de-palma/,1,1,1,2026-04-03,2026-04-03,1,1.0
https://bebidasalcoholicas.org/vino/los-10-mejores-vinos-japoneses/,1,1,1,2026-04-03,2026-04-03,3,3.0
https://bebidasalcoholicas.org/vino/mejores-marcas-de-vino-blanco/,1,1,1,2026-04-03,2026-04-03,1,1.0
https://bebidasalcoholicas.org/fuerte/tu-pregunta-cuantas-cervezas-hay-en-una-caja/,0,23,3,2026-03-20,2026-04-10,4,5.33
https://bebidasalcoholicas.org/suave/la-cerveza-red-stripe-es-dulce/,0,23,1,2026-04-03,2026-04-03,8,8.0
https://bebidasalcoholicas.org/cachaza/,0,21,2,2026-04-03,2026-04-10,5,6.0
https://bebidasalcoholicas.org/licoreria/liquor-depot-mccart-licoreria-en-fort-worth/,0,21,1,2026-03-20,2026-03-20,6,6.0
https://bebidasalcoholicas.org/cachaza/tipos-de-cachaza/,0,17,2,2026-03-20,2026-04-03,6,6.0
https://bebidasalcoholicas.org/cerveza/las-mejores-cervezas-irlandesas/,0,16,2,2026-03-20,2026-03-27,6,7.0
https://bebidasalcoholicas.org/licoreria/liquor-wine-smoke-shop-at-fiddlesticks-licoreria-en-fort-myers/,0,15,1,2026-03-27,2026-03-27,6,6.0
https://bebidasalcoholicas.org/alcohol/las-10-mejores-bebidas-alcoholicas-japonesas/,0,14,2,2026-03-20,2026-03-27,3,4.0
https://bebidasalcoholicas.org/alcohol/you-asked-can-you-buy-alcohol-before-10am-in-asda/,0,14,4,2026-03-20,2026-04-10,4,6.0
https://bebidasalcoholicas.org/pisco/tipos-de-pisco-explicados/,0,14,2,2026-03-20,2026-03-27,6,6.0
https://bebidasalcoholicas.org/licoreria/total-wine-more-licoreria-en-el-paso/,0,13,3,2026-03-20,2026-04-10,5,6.0
https://bebidasalcoholicas.org/vino/10-mejores-marcas-de-vino-tinto-dulce/,0,13,3,2026-03-20,2026-04-10,4,4.67
https://bebidasalcoholicas.org/alcohol/que-es-kumis/,0,12,2,2026-03-20,2026-04-03,4,5.0
https://bebidasalcoholicas.org/alcohol/por-que-huelo-a-alcohol-al-dia-siguiente/,0,11,1,2026-04-03,2026-04-03,4,4.0
https://bebidasalcoholicas.org/alcohol/las-10-mejores-bebidas-mexicanas/,0,10,1,2026-03-20,2026-03-20,8,8.0
https://bebidasalcoholicas.org/alcohol/congelas-o-refrigeras-el-whisky/,0,9,2,2026-03-20,2026-04-10,2,3.0
https://bebidasalcoholicas.org/alcohol/puedo-tomar-una-copa-de-vino-con-lorazepam/,0,7,1,2026-04-10,2026-04-10,9,9.0
https://bebidasalcoholicas.org/aquavit/10-mejores-marcas-de-aquavit/,0,7,1,2026-03-20,2026-03-20,8,8.0
https://bebidasalcoholicas.org/fuerte/por-que-me-siento-borracho-despues-de-beber-monster/,0,7,1,2026-04-03,2026-04-03,8,8.0
https://bebidasalcoholicas.org/alcohol/es-buena-una-copa-de-vino-para-diabeticos/,0,6,1,2026-04-03,2026-04-03,5,5.0
https://bebidasalcoholicas.org/alcohol/preguntaste-se-puede-mezclar-aceite-de-lavanda-con-alcohol/,0,6,1,2026-04-10,2026-04-10,8,8.0
https://bebidasalcoholicas.org/licoreria/genes-package-store-licoreria-en-decatur/,0,6,1,2026-04-03,2026-04-03,7,7.0
https://bebidasalcoholicas.org/licoreria/liquor-box-licoreria-en-fillmore/,0,6,1,2026-04-03,2026-04-03,8,8.0
https://bebidasalcoholicas.org/palinka/,0,6,1,2026-04-03,2026-04-03,5,5.0
